timestamp,AQIH,PM2.5,PM10
15-02-2024 00:00,88,49,62
15-02-2024 00:15,97,50,63
15-02-2024 00:30,90,50,63
15-02-2024 00:45,90,50,64
15-02-2024 01:00,95,50,64
15-02-2024 01:15,97,51,66
15-02-2024 01:30,98,53,67
15-02-2024 01:45,98,53,67
15-02-2024 02:00,104,54,68
15-02-2024 02:15,104,55,69
15-02-2024 02:30,121,57,71
15-02-2024 02:45,125,58,71
15-02-2024 03:00,125,59,72
15-02-2024 03:15,135,60,73
15-02-2024 03:30,132,61,74
15-02-2024 03:45,139,63,75
15-02-2024 04:00,159,67,77
15-02-2024 04:15,152,66,77
15-02-2024 04:30,156,67,77
15-02-2024 04:45,176,68,78
15-02-2024 05:00,162,69,79
15-02-2024 05:15,169,71,80
15-02-2024 05:30,176,71,81
15-02-2024 05:45,176,71,82
15-02-2024 06:00,173,70,81
15-02-2024 06:15,162,67,79
15-02-2024 06:30,169,70,80
15-02-2024 06:45,183,74,85
15-02-2024 07:00,183,72,85
15-02-2024 07:15,183,73,85
15-02-2024 07:30,180,73,84
15-02-2024 07:45,176,72,82
15-02-2024 08:00,159,67,78
15-02-2024 08:15,149,64,76
15-02-2024 08:30,145,65,76
15-02-2024 08:45,156,64,76
15-02-2024 09:00,145,63,75
15-02-2024 09:15,145,62,74
15-02-2024 09:30,132,60,73
15-02-2024 09:45,125,58,72
15-02-2024 10:00,115,56,70
15-02-2024 10:15,115,55,70
15-02-2024 10:30,108,53,68
15-02-2024 10:45,101,52,67
15-02-2024 11:00,98,50,65
15-02-2024 11:15,90,49,63
15-02-2024 11:30,88,48,62
15-02-2024 11:45,81,44,56
15-02-2024 12:00,78,42,53
15-02-2024 12:15,76,40,50
15-02-2024 12:30,73,39,48
15-02-2024 12:45,73,39,49
15-02-2024 13:00,75,40,49
15-02-2024 13:15,75,38,47
15-02-2024 13:30,73,38,47
15-02-2024 13:45,73,38,47
15-02-2024 14:00,73,38,48
15-02-2024 14:15,73,38,48
15-02-2024 14:30,73,38,47
15-02-2024 14:45,73,39,49
15-02-2024 15:00,73,39,48
15-02-2024 15:15,75,39,49
15-02-2024 15:30,71,37,46
15-02-2024 15:45,66,34,40
15-02-2024 16:00,66,34,41
15-02-2024 16:15,63,32,38
15-02-2024 16:30,63,32,37
15-02-2024 16:45,65,33,39
15-02-2024 17:00,68,34,41
15-02-2024 17:15,68,35,42
15-02-2024 17:30,66,35,43
15-02-2024 17:45,70,36,45
15-02-2024 18:00,70,36,45
15-02-2024 18:15,73,39,48
15-02-2024 18:30,81,41,52
15-02-2024 18:45,81,44,55
15-02-2024 19:00,81,45,57
15-02-2024 19:15,85,45,57
15-02-2024 19:30,101,50,65
15-02-2024 19:45,93,49,63
15-02-2024 20:00,93,49,63
15-02-2024 20:15,88,47,61
15-02-2024 20:30,85,47,59
15-02-2024 20:45,85,47,60
15-02-2024 21:00,88,48,60
15-02-2024 21:15,95,49,62
15-02-2024 21:30,90,49,63
15-02-2024 21:45,92,49,63
15-02-2024 22:00,90,49,62
15-02-2024 22:15,90,49,62
15-02-2024 22:30,95,49,63
15-02-2024 22:45,92,49,63
15-02-2024 23:00,88,48,61
15-02-2024 23:15,97,50,64
15-02-2024 23:30,108,53,68
15-02-2024 23:45,115,56,70
16-02-2024 00:00,108,54,68
16-02-2024 00:15,118,56,70
16-02-2024 00:30,118,56,70
16-02-2024 00:45,104,55,70
16-02-2024 01:00,108,55,69
16-02-2024 01:15,118,56,70
16-02-2024 01:30,118,56,71
16-02-2024 01:45,125,58,72
16-02-2024 02:00,128,60,72
16-02-2024 02:15,135,62,74
16-02-2024 02:30,135,62,74
16-02-2024 02:45,139,62,74
16-02-2024 03:00,135,60,73
16-02-2024 03:15,142,61,74
16-02-2024 03:30,135,61,74
16-02-2024 03:45,166,63,75
16-02-2024 04:00,132,62,74
16-02-2024 04:15,132,61,74
16-02-2024 04:30,139,60,73
16-02-2024 04:45,135,62,74
16-02-2024 05:00,135,61,74
16-02-2024 05:15,142,62,75
16-02-2024 05:30,162,69,79
16-02-2024 05:45,162,68,78
16-02-2024 06:00,156,68,78
16-02-2024 06:15,156,66,77
16-02-2024 06:30,169,69,79
16-02-2024 06:45,183,70,80
16-02-2024 07:00,180,71,81
16-02-2024 07:15,190,71,81
16-02-2024 07:30,186,75,85
16-02-2024 07:45,197,78,88
16-02-2024 08:00,176,71,81
16-02-2024 08:15,149,64,76
16-02-2024 08:30,128,60,73
16-02-2024 08:45,128,58,72
16-02-2024 09:00,121,57,71
16-02-2024 09:15,128,54,69
16-02-2024 09:30,115,55,69
16-02-2024 09:45,115,56,70
16-02-2024 10:00,121,55,70
16-02-2024 10:15,108,55,69
16-02-2024 10:30,93,48,61
16-02-2024 10:45,80,44,55
16-02-2024 11:00,85,43,54
16-02-2024 11:15,78,40,50
16-02-2024 11:30,75,38,48
16-02-2024 11:45,70,36,44
16-02-2024 12:00,68,36,44
16-02-2024 12:15,66,33,40
16-02-2024 12:30,61,32,38
16-02-2024 12:45,59,31,37
16-02-2024 13:00,58,30,36
16-02-2024 13:15,61,31,36
16-02-2024 13:30,61,32,38
16-02-2024 13:45,61,32,37
16-02-2024 14:00,63,32,38
16-02-2024 14:15,65,32,39
16-02-2024 14:30,63,31,37
16-02-2024 14:45,63,31,38
16-02-2024 15:00,58,30,36
16-02-2024 15:15,59,30,36
16-02-2024 15:30,59,30,34
16-02-2024 15:45,59,30,34
16-02-2024 16:00,61,29,34
16-02-2024 16:15,59,30,34
16-02-2024 16:30,58,29,33
16-02-2024 16:45,58,28,32
16-02-2024 17:00,59,30,35
16-02-2024 17:15,59,30,35
16-02-2024 17:30,61,31,35
16-02-2024 17:45,61,32,37
16-02-2024 18:00,65,33,39
16-02-2024 18:15,66,34,41
16-02-2024 18:30,75,39,49
16-02-2024 18:45,73,38,48
16-02-2024 19:00,73,38,48
16-02-2024 19:15,78,40,50
16-02-2024 19:30,80,43,55
16-02-2024 19:45,83,44,56
16-02-2024 20:00,81,44,56
16-02-2024 20:15,83,45,56
16-02-2024 20:30,81,44,55
16-02-2024 20:45,101,48,62
16-02-2024 21:00,98,50,66
16-02-2024 21:15,128,57,72
16-02-2024 21:30,139,62,76
16-02-2024 21:45,145,61,75
16-02-2024 22:00,104,54,70
16-02-2024 22:15,95,50,65
16-02-2024 22:30,200,52,52
16-02-2024 22:45,305,110,132
16-02-2024 23:00,330,135,161
16-02-2024 23:15,348,162,195
16-02-2024 23:30,353,170,204
16-02-2024 23:45,352,166,198
17-02-2024 00:00,349,150,177
17-02-2024 00:15,324,109,128
17-02-2024 00:30,239,75,88
17-02-2024 00:45,121,56,71
17-02-2024 01:00,97,52,67
17-02-2024 01:15,98,52,66
17-02-2024 01:30,101,53,67
17-02-2024 01:45,101,53,68
17-02-2024 02:00,111,55,69
17-02-2024 02:15,115,56,70
17-02-2024 02:30,108,54,68
17-02-2024 02:45,104,54,69
17-02-2024 03:00,98,52,66
17-02-2024 03:15,111,51,65
17-02-2024 03:30,98,51,65
17-02-2024 03:45,93,51,65
17-02-2024 04:00,95,51,65
17-02-2024 04:15,93,50,64
17-02-2024 04:30,95,51,66
17-02-2024 04:45,101,51,65
17-02-2024 05:00,101,53,67
17-02-2024 05:15,111,56,70
17-02-2024 05:30,118,56,70
17-02-2024 05:45,118,55,69
17-02-2024 06:00,121,56,70
17-02-2024 06:15,128,58,72
17-02-2024 06:30,121,58,72
17-02-2024 06:45,115,57,71
17-02-2024 07:00,128,57,71
17-02-2024 07:15,135,57,71
17-02-2024 07:30,145,62,74
17-02-2024 07:45,169,67,77
17-02-2024 08:00,162,68,78
17-02-2024 08:15,135,62,74
17-02-2024 08:30,121,56,70
17-02-2024 08:45,101,51,65
17-02-2024 09:00,88,48,60
17-02-2024 09:15,85,45,57
17-02-2024 09:30,81,43,54
17-02-2024 09:45,76,40,50
17-02-2024 10:00,73,40,49
17-02-2024 10:15,73,38,47
17-02-2024 10:30,70,37,46
17-02-2024 10:45,69,52,52
17-02-2024 11:00,68,52,52
17-02-2024 11:15,67,52,52
17-02-2024 11:30,66,36,45
17-02-2024 11:45,67,52,52
17-02-2024 12:00,68,34,40
17-02-2024 12:15,59,32,37
17-02-2024 12:30,58,29,33
17-02-2024 12:45,54,27,30
17-02-2024 13:00,54,26,28
17-02-2024 13:15,56,26,29
17-02-2024 13:30,56,28,30
17-02-2024 13:45,53,26,29
17-02-2024 14:00,53,26,29
17-02-2024 14:15,53,25,27
17-02-2024 14:30,56,26,28
17-02-2024 14:45,54,29,31
17-02-2024 15:00,53,27,30
17-02-2024 15:15,53,26,29
17-02-2024 15:30,53,26,28
17-02-2024 15:45,51,26,29
17-02-2024 16:00,56,26,29
17-02-2024 16:15,51,26,29
17-02-2024 16:30,54,26,30
17-02-2024 16:45,53,26,29
17-02-2024 17:00,54,24,27
17-02-2024 17:15,61,28,32
17-02-2024 17:30,58,29,33
17-02-2024 17:45,60,52,52
17-02-2024 18:00,62,52,52
17-02-2024 18:15,64,52,52
17-02-2024 18:30,66,52,52
17-02-2024 18:45,68,52,52
17-02-2024 19:00,70,38,48
17-02-2024 19:15,73,39,48
17-02-2024 19:30,73,38,47
17-02-2024 19:45,76,39,49
17-02-2024 20:00,75,39,49
17-02-2024 20:15,73,38,47
17-02-2024 20:30,73,38,48
17-02-2024 20:45,70,38,46
17-02-2024 21:00,71,38,47
17-02-2024 21:15,73,38,47
17-02-2024 21:30,76,41,52
17-02-2024 21:45,76,41,51
17-02-2024 22:00,76,41,51
17-02-2024 22:15,75,39,49
17-02-2024 22:30,76,39,49
17-02-2024 22:45,73,39,49
17-02-2024 23:00,71,38,48
17-02-2024 23:15,70,38,46
17-02-2024 23:30,70,37,46
17-02-2024 23:45,73,38,47
18-02-2024 00:00,70,38,47
18-02-2024 00:15,73,36,45
18-02-2024 00:30,71,37,46
18-02-2024 00:45,71,37,46
18-02-2024 01:00,70,37,45
18-02-2024 01:15,73,37,45
18-02-2024 01:30,75,39,48
18-02-2024 01:45,73,39,49
18-02-2024 02:00,73,39,48
18-02-2024 02:15,76,40,50
18-02-2024 02:30,73,40,50
18-02-2024 02:45,76,40,50
18-02-2024 03:00,76,40,50
18-02-2024 03:15,78,41,52
18-02-2024 03:30,83,45,56
18-02-2024 03:45,85,45,58
18-02-2024 04:00,83,45,57
18-02-2024 04:15,86,48,61
18-02-2024 04:30,92,48,61
18-02-2024 04:45,97,50,64
18-02-2024 05:00,90,50,63
18-02-2024 05:15,98,51,65
18-02-2024 05:30,97,52,67
18-02-2024 05:45,115,55,70
18-02-2024 06:00,108,55,70
18-02-2024 06:15,128,57,71
18-02-2024 06:30,101,53,68
18-02-2024 06:45,118,56,70
18-02-2024 07:00,108,55,70
18-02-2024 07:15,128,58,72
18-02-2024 07:30,121,58,72
18-02-2024 07:45,132,59,73
18-02-2024 08:00,125,57,71
18-02-2024 08:15,115,55,69
18-02-2024 08:30,101,52,67
18-02-2024 08:45,95,51,65
18-02-2024 09:00,88,49,62
18-02-2024 09:15,88,46,58
18-02-2024 09:30,81,44,55
18-02-2024 09:45,76,41,51
18-02-2024 10:00,75,40,49
18-02-2024 10:15,71,38,48
18-02-2024 10:30,71,38,47
18-02-2024 10:45,68,36,44
18-02-2024 11:00,66,35,42
18-02-2024 11:15,66,34,41
18-02-2024 11:30,63,33,39
18-02-2024 11:45,61,32,37
18-02-2024 12:00,61,32,37
18-02-2024 12:15,58,31,35
18-02-2024 12:30,59,31,35
18-02-2024 12:45,63,32,38
18-02-2024 13:00,65,33,39
18-02-2024 13:15,61,32,37
18-02-2024 13:30,58,30,34
18-02-2024 13:45,58,30,35
18-02-2024 14:00,59,30,35
18-02-2024 14:15,68,32,37
18-02-2024 14:30,61,31,36
18-02-2024 14:45,56,30,34
18-02-2024 15:00,57,52,52
18-02-2024 15:15,57,52,52
18-02-2024 15:30,58,31,34
18-02-2024 15:45,58,29,33
18-02-2024 16:00,61,29,33
18-02-2024 16:15,59,29,33
18-02-2024 16:30,65,30,35
18-02-2024 16:45,61,30,34
18-02-2024 17:00,59,29,33
18-02-2024 17:15,58,29,33
18-02-2024 17:30,65,30,34
18-02-2024 17:45,59,31,35
18-02-2024 18:00,61,32,37
18-02-2024 18:15,61,32,38
18-02-2024 18:30,65,33,40
18-02-2024 18:45,80,38,48
18-02-2024 19:00,75,39,49
18-02-2024 19:15,71,38,48
18-02-2024 19:30,76,41,51
18-02-2024 19:45,78,41,52
18-02-2024 20:00,78,42,53
18-02-2024 20:15,85,44,55
18-02-2024 20:30,85,46,58
18-02-2024 20:45,85,46,58
18-02-2024 21:00,85,46,59
18-02-2024 21:15,83,45,57
18-02-2024 21:30,88,47,60
18-02-2024 21:45,86,46,59
18-02-2024 22:00,83,46,58
18-02-2024 22:15,83,46,57
18-02-2024 22:30,88,47,59
18-02-2024 22:45,85,46,58
18-02-2024 23:00,86,46,57
18-02-2024 23:15,85,46,57
18-02-2024 23:30,85,47,59
18-02-2024 23:45,85,47,59
19-02-2024 00:00,86,46,58
19-02-2024 00:15,81,45,56
19-02-2024 00:30,81,45,56
19-02-2024 00:45,80,44,55
19-02-2024 01:00,81,44,55
19-02-2024 01:15,81,43,54
19-02-2024 01:30,80,43,54
19-02-2024 01:45,80,43,54
19-02-2024 02:00,80,44,54
19-02-2024 02:15,80,44,55
19-02-2024 02:30,83,44,54
19-02-2024 02:45,83,44,55
19-02-2024 03:00,83,45,57
19-02-2024 03:15,83,45,57
19-02-2024 03:30,85,45,57
19-02-2024 03:45,85,46,58
19-02-2024 04:00,86,48,60
19-02-2024 04:15,93,49,62
19-02-2024 04:30,100,50,64
19-02-2024 04:45,95,50,64
19-02-2024 05:00,95,52,66
19-02-2024 05:15,101,53,68
19-02-2024 05:30,108,54,69
19-02-2024 05:45,101,53,68
19-02-2024 06:00,104,54,68
19-02-2024 06:15,104,53,67
19-02-2024 06:30,111,53,68
19-02-2024 06:45,121,55,70
19-02-2024 07:00,135,59,72
19-02-2024 07:15,135,60,73
19-02-2024 07:30,135,61,74
19-02-2024 07:45,152,64,76
19-02-2024 08:00,156,66,77
19-02-2024 08:15,162,65,76
19-02-2024 08:30,149,64,76
19-02-2024 08:45,132,60,73
19-02-2024 09:00,128,59,72
19-02-2024 09:15,142,60,73
19-02-2024 09:30,108,54,68
19-02-2024 09:45,97,51,65
19-02-2024 10:00,93,49,62
19-02-2024 10:15,88,48,60
19-02-2024 10:30,88,48,60
19-02-2024 10:45,86,46,58
19-02-2024 11:00,83,45,56
19-02-2024 11:15,78,42,52
19-02-2024 11:30,76,41,50
19-02-2024 11:45,76,42,51
19-02-2024 12:00,78,42,52
19-02-2024 12:15,75,41,51
19-02-2024 12:30,85,45,55
19-02-2024 12:45,81,43,53
19-02-2024 13:00,75,39,47
19-02-2024 13:15,70,37,45
19-02-2024 13:30,66,35,42
19-02-2024 13:45,65,34,41
19-02-2024 14:00,63,33,39
19-02-2024 14:15,63,33,38
19-02-2024 14:30,63,32,38
19-02-2024 14:45,63,32,38
19-02-2024 15:00,65,33,39
19-02-2024 15:15,61,33,39
19-02-2024 15:30,63,34,40
19-02-2024 15:45,66,34,40
19-02-2024 16:00,66,35,42
19-02-2024 16:15,66,34,40
19-02-2024 16:30,66,34,40
19-02-2024 16:45,65,34,41
19-02-2024 17:00,68,35,42
19-02-2024 17:15,70,35,42
19-02-2024 17:30,68,34,40
19-02-2024 17:45,66,34,41
19-02-2024 18:00,65,34,40
19-02-2024 18:15,68,34,41
19-02-2024 18:30,70,37,45
19-02-2024 18:45,76,41,50
19-02-2024 19:00,80,42,52
19-02-2024 19:15,83,44,55
19-02-2024 19:30,86,44,56
19-02-2024 19:45,86,46,58
19-02-2024 20:00,83,45,56
19-02-2024 20:15,80,44,56
19-02-2024 20:30,81,44,56
19-02-2024 20:45,83,45,57
19-02-2024 21:00,83,45,57
19-02-2024 21:15,86,46,58
19-02-2024 21:30,85,47,60
19-02-2024 21:45,86,47,59
19-02-2024 22:00,83,46,58
19-02-2024 22:15,83,44,55
19-02-2024 22:30,80,44,54
19-02-2024 22:45,80,44,54
19-02-2024 23:00,78,42,52
19-02-2024 23:15,76,41,50
19-02-2024 23:30,80,41,51
19-02-2024 23:45,80,43,53
20-02-2024 00:00,80,43,54
20-02-2024 00:15,78,43,53
20-02-2024 00:30,83,45,56
20-02-2024 00:45,83,45,57
20-02-2024 01:00,85,46,58
20-02-2024 01:15,85,46,58
20-02-2024 01:30,85,46,58
20-02-2024 01:45,85,46,58
20-02-2024 02:00,83,45,57
20-02-2024 02:15,81,46,58
20-02-2024 02:30,85,46,58
20-02-2024 02:45,92,48,61
20-02-2024 03:00,90,48,61
20-02-2024 03:15,95,49,62
20-02-2024 03:30,95,50,64
20-02-2024 03:45,98,52,65
20-02-2024 04:00,97,52,66
20-02-2024 04:15,104,52,67
20-02-2024 04:30,115,56,70
20-02-2024 04:45,132,59,72
20-02-2024 05:00,139,61,73
20-02-2024 05:15,145,63,74
20-02-2024 05:30,149,63,74
20-02-2024 05:45,142,62,74
20-02-2024 06:00,159,66,77
20-02-2024 06:15,156,66,76
20-02-2024 06:30,149,65,76
20-02-2024 06:45,149,67,77
20-02-2024 07:00,176,69,78
20-02-2024 07:15,169,69,79
20-02-2024 07:30,162,68,78
20-02-2024 07:45,156,64,76
20-02-2024 08:00,145,63,76
20-02-2024 08:15,166,67,79
20-02-2024 08:30,169,68,80
20-02-2024 08:45,162,67,79
20-02-2024 09:00,156,66,78
20-02-2024 09:15,139,63,75
20-02-2024 09:30,125,60,73
20-02-2024 09:45,121,59,72
20-02-2024 10:00,115,56,71
20-02-2024 10:15,108,53,68
20-02-2024 10:30,98,51,65
20-02-2024 10:45,100,50,64
20-02-2024 11:00,159,54,66
20-02-2024 11:15,93,49,62
20-02-2024 11:30,85,47,59
20-02-2024 11:45,83,46,57
20-02-2024 12:00,80,43,54
20-02-2024 12:15,76,41,50
20-02-2024 12:30,75,41,50
20-02-2024 12:45,75,41,50
20-02-2024 13:00,75,41,51
20-02-2024 13:15,76,40,48
20-02-2024 13:30,68,36,44
20-02-2024 13:45,68,37,45
20-02-2024 14:00,71,38,45
20-02-2024 14:15,70,38,46
20-02-2024 14:30,71,38,47
20-02-2024 14:45,78,40,49
20-02-2024 15:00,71,38,47
20-02-2024 15:15,70,38,47
20-02-2024 15:30,71,38,47
20-02-2024 15:45,73,38,47
20-02-2024 16:00,73,39,47
20-02-2024 16:15,75,40,49
20-02-2024 16:30,75,40,48
20-02-2024 16:45,75,40,49
20-02-2024 17:00,75,41,50
20-02-2024 17:15,76,42,52
20-02-2024 17:30,78,42,52
20-02-2024 17:45,80,43,53
20-02-2024 18:00,78,42,52
20-02-2024 18:15,81,44,54
20-02-2024 18:30,86,46,58
20-02-2024 18:45,83,46,57
20-02-2024 19:00,85,46,58
20-02-2024 19:15,90,48,60
20-02-2024 19:30,93,49,62
20-02-2024 19:45,93,50,63
20-02-2024 20:00,92,49,62
20-02-2024 20:15,90,49,62
20-02-2024 20:30,145,56,70
20-02-2024 20:45,132,57,70
20-02-2024 21:00,108,52,66
20-02-2024 21:15,97,51,65
20-02-2024 21:30,108,52,66
20-02-2024 21:45,101,53,67
20-02-2024 22:00,100,52,66
20-02-2024 22:15,108,53,67
20-02-2024 22:30,98,53,67
20-02-2024 22:45,97,52,66
20-02-2024 23:00,97,51,65
20-02-2024 23:15,95,51,64
20-02-2024 23:30,93,50,63
20-02-2024 23:45,90,50,63
21-02-2024 00:00,90,49,62
21-02-2024 00:15,90,49,62
21-02-2024 00:30,88,48,60
21-02-2024 00:45,85,46,58
21-02-2024 01:00,88,47,59
21-02-2024 01:15,86,47,60
21-02-2024 01:30,88,47,59
21-02-2024 01:45,83,45,57
21-02-2024 02:00,83,45,57
21-02-2024 02:15,83,46,57
21-02-2024 02:30,83,45,56
21-02-2024 02:45,83,45,56
21-02-2024 03:00,85,45,57
21-02-2024 03:15,83,46,57
21-02-2024 03:30,83,46,58
21-02-2024 03:45,85,46,58
21-02-2024 04:00,85,47,59
21-02-2024 04:15,85,46,58
21-02-2024 04:30,86,46,58
21-02-2024 04:45,88,48,60
21-02-2024 05:00,90,49,62
21-02-2024 05:15,97,50,63
21-02-2024 05:30,88,49,62
21-02-2024 05:45,88,49,62
21-02-2024 06:00,93,49,62
21-02-2024 06:15,101,51,65
21-02-2024 06:30,100,52,66
21-02-2024 06:45,104,53,67
21-02-2024 07:00,104,54,68
21-02-2024 07:15,128,59,72
21-02-2024 07:30,139,63,74
21-02-2024 07:45,135,62,74
21-02-2024 08:00,169,70,79
21-02-2024 08:15,173,71,80
21-02-2024 08:30,176,69,79
21-02-2024 08:45,149,63,74
21-02-2024 09:00,121,56,70
21-02-2024 09:15,104,55,69
21-02-2024 09:30,100,52,66
21-02-2024 09:45,95,50,64
21-02-2024 10:00,86,49,62
21-02-2024 10:15,86,46,58
21-02-2024 10:30,81,44,55
21-02-2024 10:45,81,44,55
21-02-2024 11:00,80,44,54
21-02-2024 11:15,80,43,53
21-02-2024 11:30,81,44,54
21-02-2024 11:45,78,43,54
21-02-2024 12:00,80,43,54
21-02-2024 12:15,80,43,54
21-02-2024 12:30,78,44,55
21-02-2024 12:45,81,45,56
21-02-2024 13:00,83,46,57
21-02-2024 13:15,83,47,59
21-02-2024 13:30,85,47,59
21-02-2024 13:45,86,46,58
21-02-2024 14:00,85,46,58
21-02-2024 14:15,85,46,58
21-02-2024 14:30,83,46,58
21-02-2024 14:45,85,46,57
21-02-2024 15:00,83,46,57
21-02-2024 15:15,81,46,57
21-02-2024 15:30,83,46,58
21-02-2024 15:45,85,46,58
21-02-2024 16:00,85,47,59
21-02-2024 16:15,86,46,58
21-02-2024 16:30,88,47,59
21-02-2024 16:45,85,47,58
21-02-2024 17:00,86,48,60
21-02-2024 17:15,86,48,60
21-02-2024 17:30,86,48,61
21-02-2024 17:45,88,49,61
21-02-2024 18:00,86,49,61
21-02-2024 18:15,92,50,62
21-02-2024 18:30,92,49,62
21-02-2024 18:45,95,51,64
21-02-2024 19:00,98,51,64
21-02-2024 19:15,111,52,66
21-02-2024 19:30,125,58,71
21-02-2024 19:45,142,63,74
21-02-2024 20:00,135,63,74
21-02-2024 20:15,128,60,72
21-02-2024 20:30,135,61,73
21-02-2024 20:45,135,61,74
21-02-2024 21:00,132,60,73
21-02-2024 21:15,139,62,74
21-02-2024 21:30,149,62,74
21-02-2024 21:45,149,63,75
21-02-2024 22:00,173,71,80
21-02-2024 22:15,176,65,76
21-02-2024 22:30,121,57,70
21-02-2024 22:45,118,56,69
21-02-2024 23:00,128,59,71
21-02-2024 23:15,118,57,71
21-02-2024 23:30,128,57,70
21-02-2024 23:45,115,55,69
22-02-2024 00:00,98,52,66
22-02-2024 00:15,98,51,65
22-02-2024 00:30,95,51,64
22-02-2024 00:45,93,51,64
22-02-2024 01:00,97,51,64
22-02-2024 01:15,97,51,65
22-02-2024 01:30,100,52,66
22-02-2024 01:45,98,52,66
22-02-2024 02:00,100,53,67
22-02-2024 02:15,108,54,68
22-02-2024 02:30,101,54,67
22-02-2024 02:45,108,54,68
22-02-2024 03:00,118,57,70
22-02-2024 03:15,125,59,72
22-02-2024 03:30,128,60,72
22-02-2024 03:45,149,62,74
22-02-2024 04:00,152,63,74
22-02-2024 04:15,162,68,78
22-02-2024 04:30,162,70,79
22-02-2024 04:45,176,70,79
22-02-2024 05:00,169,72,80
22-02-2024 05:15,169,73,81
22-02-2024 05:30,190,74,83
22-02-2024 05:45,186,76,85
22-02-2024 06:00,200,78,90
22-02-2024 06:15,201,78,91
22-02-2024 06:30,208,78,93
22-02-2024 06:45,208,80,96
22-02-2024 07:00,200,78,94
22-02-2024 07:15,201,80,97
22-02-2024 07:30,208,79,96
22-02-2024 07:45,183,73,88
22-02-2024 08:00,208,80,96
22-02-2024 08:15,200,78,94
22-02-2024 08:30,204,79,94
22-02-2024 08:45,193,76,91
22-02-2024 09:00,201,77,91
22-02-2024 09:15,176,71,83
22-02-2024 09:30,162,66,78
22-02-2024 09:45,149,66,78
22-02-2024 10:00,142,65,76
22-02-2024 10:15,166,65,77
22-02-2024 10:30,152,65,76
22-02-2024 10:45,142,62,74
22-02-2024 11:00,149,64,75
22-02-2024 11:15,149,65,76
22-02-2024 11:30,139,55,66
22-02-2024 11:45,85,46,59
22-02-2024 12:00,88,48,61
22-02-2024 12:15,92,45,58
22-02-2024 12:30,71,36,45
22-02-2024 12:45,70,34,43
22-02-2024 13:00,68,36,46
22-02-2024 13:15,66,34,42
22-02-2024 13:30,66,34,43
22-02-2024 13:45,68,36,44
22-02-2024 14:00,70,37,46
22-02-2024 14:15,70,37,46
22-02-2024 14:30,71,38,47
22-02-2024 14:45,75,40,50
22-02-2024 15:00,75,40,49
22-02-2024 15:15,71,38,48
22-02-2024 15:30,73,38,46
22-02-2024 15:45,68,36,45
22-02-2024 16:00,68,36,44
22-02-2024 16:15,66,35,44
22-02-2024 16:30,66,34,41
22-02-2024 16:45,63,32,39
22-02-2024 17:00,65,36,44
22-02-2024 17:15,66,35,43
22-02-2024 17:30,70,37,45
22-02-2024 17:45,73,37,46
22-02-2024 18:00,73,38,47
22-02-2024 18:15,75,40,49
22-02-2024 18:30,75,39,49
22-02-2024 18:45,75,39,49
22-02-2024 19:00,76,40,50
22-02-2024 19:15,80,43,54
22-02-2024 19:30,98,47,61
22-02-2024 19:45,101,51,65
22-02-2024 20:00,95,51,66
22-02-2024 20:15,101,52,68
22-02-2024 20:30,139,58,72
22-02-2024 20:45,142,61,74
22-02-2024 21:00,142,52,52
22-02-2024 21:15,142,63,75
22-02-2024 21:30,128,59,73
22-02-2024 21:45,121,58,72
22-02-2024 22:00,125,59,73
22-02-2024 22:15,135,60,74
22-02-2024 22:30,128,61,74
22-02-2024 22:45,315,97,114
22-02-2024 23:00,332,138,164
22-02-2024 23:15,336,144,171
22-02-2024 23:30,326,134,158
22-02-2024 23:45,324,110,129
23-02-2024 00:00,221,75,86
23-02-2024 00:15,135,62,74
23-02-2024 00:30,125,59,73
23-02-2024 00:45,128,60,73
23-02-2024 01:00,149,62,74
23-02-2024 01:15,152,67,77
23-02-2024 01:30,173,69,78
23-02-2024 01:45,176,72,82
23-02-2024 02:00,190,77,85
23-02-2024 02:15,200,78,87
23-02-2024 02:30,208,81,89
23-02-2024 02:45,208,83,93
23-02-2024 03:00,208,81,91
23-02-2024 03:15,201,80,90
23-02-2024 03:30,215,83,94
23-02-2024 03:45,208,82,92
23-02-2024 04:00,211,83,94
23-02-2024 04:15,201,82,93
23-02-2024 04:30,201,80,90
23-02-2024 04:45,201,79,89
23-02-2024 05:00,197,77,86
23-02-2024 05:15,221,79,90
23-02-2024 05:30,211,81,92
23-02-2024 05:45,204,80,90
23-02-2024 06:00,208,81,92
23-02-2024 06:15,204,82,93
23-02-2024 06:30,215,85,96
23-02-2024 06:45,235,86,98
23-02-2024 07:00,221,88,100
23-02-2024 07:15,239,89,101
23-02-2024 07:30,228,87,99
23-02-2024 07:45,276,95,110
23-02-2024 08:00,280,96,110
23-02-2024 08:15,252,93,107
23-02-2024 08:30,256,92,105
23-02-2024 08:45,249,92,104
23-02-2024 09:00,232,86,96
23-02-2024 09:15,221,87,97
23-02-2024 09:30,190,78,88
23-02-2024 09:45,183,73,82
23-02-2024 10:00,173,70,80
23-02-2024 10:15,169,68,78
23-02-2024 10:30,125,58,71
23-02-2024 10:45,125,58,71
23-02-2024 11:00,115,48,62
23-02-2024 11:15,86,47,61
23-02-2024 11:30,81,44,56
23-02-2024 11:45,85,44,57
23-02-2024 12:00,76,40,51
23-02-2024 12:15,73,39,49
23-02-2024 12:30,80,42,53
23-02-2024 12:45,83,45,57
23-02-2024 13:00,85,46,59
23-02-2024 13:15,88,48,62
